report_id,source_id,source_name,source_document_title,source_link,source_publication_date,source_retrieved_at,disease_name,disease_type,country_or_territory,administrative_division_level_1,administrative_division_level_2,administrative_division_level_3,is_in_europe,species,cases,dead,killed,slaughtered,vaccinated,confirmation_date,status,relevance_level,relevance_rationale,severity_level,severity_rationale,reach_level,reach_rationale,has_consequences,consequences,control_measures,prevention_measures,research_references
padi_web:TK6ZMDQU8V,padi_web,PADI-web,"Cannabis for medical use, days of study and discussion dedicated to the in-depth study of the Italian management system",https://www.salute.gov.it/new/it/news-e-media/notizie/cannabis-ad-uso-medico-giornate-di-studio-e-confronto-dedicate/,2026-05-27,2026-05-29T05:23:00.525804+00:00,Avian influenza,,Italy,,,,true,,,,,,,,,low,The mention of Avian Influenza appears to be a metadata tag or unrelated keyword in a document primarily about medical cannabis.,,,,,,,,,[]
padi_web:8294,padi_web,PADI-web,Minister Vlajčić at the AGRIFISH Council: Food security must remain a strategic priority of the European Union,https://poljoprivreda.gov.hr/vijesti/ministar-vlajcic-na-agrifish-vijecu-prehrambena-sigurnost-mora-ostati-strateski-prioritet-europske-unije/8294,2026-05-27,2026-05-28T19:49:49.520365+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:2026-05-27-vpis-v-srednje-sole-za-solsko-leto-20262027-dodatne-razmestitve-in-omejitve-vpisa,padi_web,PADI-web,Secondary School Enrollment for the 2026/2027 School Year: Additional Placements and Enrollment Restrictions,https://www.gov.si/novice/2026-05-27-vpis-v-srednje-sole-za-solsko-leto-20262027-dodatne-razmestitve-in-omejitve-vpisa/,2026-05-27,2026-05-28T19:49:50.262592+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:2026-05-27-slovenija-uspesno-izdala-obveznico-s-spremenljivo-obrestno-mero-v-visini-350-milijonov-evrov,padi_web,PADI-web,Slovenia successfully issues a variable rate bond in the amount of EUR 350 million,https://www.gov.si/novice/2026-05-27-slovenija-uspesno-izdala-obveznico-s-spremenljivo-obrestno-mero-v-visini-350-milijonov-evrov/,2026-05-27,2026-05-28T19:49:50.942478+00:00,,,Slovenia,,,,true,,,,,,,,,low,The text is a financial press release about a bond issuance and does not contain information regarding an actual disease outbreak.,,,,,false,,,,[]
padi_web:2026-05-27-regionalno-sodelovanje-za-varne-pregledne-in-digitalne-nepremicninske-sisteme,padi_web,PADI-web,"Regional cooperation for safe, transparent and digital real estate systems",https://www.gov.si/novice/2026-05-27-regionalno-sodelovanje-za-varne-pregledne-in-digitalne-nepremicninske-sisteme/,2026-05-27,2026-05-28T19:49:51.608412+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:2026-05-27-ukrepi-za-preprecevanje-sirjenja-japonskega-hrosca,padi_web,PADI-web,Measures to prevent the spread of the Japanese beetle,https://www.gov.si/novice/2026-05-27-ukrepi-za-preprecevanje-sirjenja-japonskega-hrosca/,2026-05-27,2026-05-28T19:49:52.381832+00:00,Japanese beetle,pest,Slovenia,,,,true,plants,,,,,,,ongoing,medium,The Japanese beetle is a quarantine harmful organism in the EU that causes extensive damage to over 300 plant species.,medium,"The pest multiplies rapidly, has no natural enemies in the region, and causes significant damage to agricultural and urban plants.",regional,The pest is currently monitored in several municipalities in Slovenia following initial findings in 2024.,true,"The beetle causes extensive damage to cultivated and wild plants, including vines, fruits, and trees, leading to potential economic losses.","[""installing pheromone traps for monitoring""]","[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""In case of suspicion, they should immediately inform the UVHVVR (gp.uvhvvr@gov.si) or CIS (info@kis.si)."", ""text"": ""Citizens should report suspected sightings with a photo, location, and date to the UVHVVR or CIS.""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""UVHVVR and KIS ask citizens not to touch, open or move traps."", ""text"": ""Citizens should not touch, open or move the installed pheromone traps.""}]",[]
padi_web:2026-05-27-inzenirska-iskra-mladim-inovatorjem-projektu-umetne-inteligence-in-mentorju-ki-navdusuje-mlade,padi_web,PADI-web,"An engineering spark to young innovators, an artificial intelligence project and a mentor that inspires young people",https://www.gov.si/novice/2026-05-27-inzenirska-iskra-mladim-inovatorjem-projektu-umetne-inteligence-in-mentorju-ki-navdusuje-mlade/,2026-05-27,2026-05-28T19:49:53.063336+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:2026-05-27-preden-presodimo-vprasajmo-gozd-si-zasluzi-znanje-in-spostovanje,padi_web,PADI-web,"Before we judge, let's ask: the forest deserves knowledge and respect",https://www.gov.si/novice/2026-05-27-preden-presodimo-vprasajmo-gozd-si-zasluzi-znanje-in-spostovanje/,2026-05-27,2026-05-28T19:49:53.778146+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:reminder-key-marketing-and-welfare-requirements-eggs-and-laying-hens,padi_web,PADI-web,Reminder of Key Marketing and Welfare Requirements for Eggs and Laying Hens,https://www.daera-ni.gov.uk/news/reminder-key-marketing-and-welfare-requirements-eggs-and-laying-hens,2026-05-26,2026-05-28T19:50:06.509786+00:00,Avian influenza,viral,United Kingdom,,,,true,laying hens,,,,,,,resolved,low,The report discusses the lifting of previous restrictions and provides regulatory guidance for egg producers rather than reporting an active outbreak.,low,The text focuses on administrative and welfare requirements following the removal of housing orders.,national,The guidance applies to producers within the jurisdiction of DAERA (Northern Ireland).,false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""In particular, following the removal of the Veterinary Housing Order, producers must carefully consider the requirement for birds to have direct access to the range as they readjust to outdoor conditions."", ""text"": ""Ensure birds have direct access to the range""}]",[]
padi_web:un-patient-fantome-defie-la-science-pourquoi-ce-cas-inexplique-de-grippe-aviaire-force-les-epidemiologistes-a-changer-de-strategie-et-la-seule-parade-efficace,padi_web,PADI-web,Why this unexplained case of avian flu is forcing epidemiologists to change their strategy (and the only effective solution),https://sciencepost.fr/un-patient-fantome-defie-la-science-pourquoi-ce-cas-inexplique-de-grippe-aviaire-force-les-epidemiologistes-a-changer-de-strategie-et-la-seule-parade-efficace/,2026-05-26,2026-05-28T19:50:08.628139+00:00,Avian influenza,zoonotic,Canada,,,,false,humans,,,,,,,confirmed,high,"The report discusses a potential shift in H5N1 transmission dynamics to human-to-human, which poses a significant global pandemic risk.",high,The virus is described as having high lethality and the potential to trigger a global pandemic if human-to-human transmission is confirmed.,national,"The case occurred in British Columbia, Canada, with implications for national and global pandemic preparedness strategies.",true,The case has forced epidemiologists to re-evaluate emergency response protocols and consider the necessity of preventive vaccination strategies over reactive ones.,[],"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""To have any hope of breaking chains of transmission before they even form, it is imperative that the authorities vaccinate at-risk populations, such as farmers and their families, ahead of any human crisis."", ""text"": ""preventive vaccination of at-risk populations""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""The immediate isolation of the sick will remain crucial, but only a massive vaccination anticipation among exposed professionals can prevent this avian virus from becoming the next great human pandemic."", ""text"": ""immediate isolation of the sick""}]",[]
padi_web:giraffe-deaths-caused-by-lumpy-skin-disease,padi_web,PADI-web,Giraffe deaths caused by lumpy skin disease,https://proagri.co.za/giraffe-deaths-caused-by-lumpy-skin-disease/,2026-05-26,2026-05-28T19:50:10.278881+00:00,Lumpy skin disease,viral,Namibia,,,,false,giraffe,,,,,,,suspected,medium,"The report discusses a significant mortality event in giraffes potentially linked to lumpy skin disease, which is a notifiable disease in livestock.",medium,"The outbreak caused significant giraffe mortalities in Namibia, though the exact cause remains partially speculative due to limited sampling.",national,"The mortalities occurred across large parts of Namibia, including multiple regions and national parks.",false,,[],"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""In cattle, vaccination with the attenuated Neethling strain vaccine provides effective protection."", ""text"": ""Vaccination with the attenuated Neethling strain vaccine""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Farmers are encouraged to use fly traps and apply insecticides through dipping or spraying."", ""text"": ""Use fly traps and apply insecticides through dipping or spraying""}]",[]
padi_web:SW47RIJ54I,padi_web,PADI-web,Records and new opportunities,https://agroweek.com/agroekonomika/ukrayina-eksportuvala-yayets-mln-chotyry/,2026-05-26,2026-05-29T05:23:26.316863+00:00,Avian influenza,viral,United Kingdom,,,,true,poultry,,,,,,,,medium,The outbreak has impacted domestic egg production and influenced international trade dynamics.,medium,The disease has caused a reduction in domestic egg production in the UK.,national,The report specifies the impact of bird flu within the UK.,true,Reduced domestic egg production in the UK led to a sharp increase in import demand.,,,[]
padi_web:0BK0S6VGAF,padi_web,PADI-web,Animal diseases know no borders,https://bauernzeitung.at/artikel/oberosterreich/tierseuchen-kennen-keine-grenzen,2026-05-26,2026-05-29T05:23:27.236586+00:00,Foot-and-mouth disease,viral,,,,,,"cattle, sheep and goats",,,,,,,,medium,Foot-and-mouth disease is a highly contagious viral disease that poses a significant threat to livestock.,high,"The disease is described as highly contagious and affects multiple livestock species, potentially causing significant economic impact.",,,false,,,,[]
padi_web:vaccines-lessons-from-2024-avian.html,padi_web,PADI-web,Vaccines: Lessons from the 2024 avian influenza vaccination campaign in Finland: a qualitative inquiry,https://afludiary.blogspot.com/2026/05/vaccines-lessons-from-2024-avian.html,2026-05-26,2026-05-28T19:50:15.835074+00:00,Avian influenza,zoonotic,Finland,,,,true,minks and foxes,,,500000,,,,resolved,high,The report discusses a significant HPAI H5N1 outbreak in the Finnish fur industry and subsequent national vaccination efforts.,high,"The 2023 outbreak resulted in the culling of over 500,000 animals across more than 70 fur farms.",national,The outbreak and subsequent vaccination campaign were managed at the national level in Finland.,true,"The outbreak led to mass culling of animals, intense public and political debate regarding the future of the fur industry, and significant distrust between fur farmers and national health authorities.","[""quarantine"", ""culling""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""In 2024, Finland became a global forerunner to offer H5 vaccine to occupational risk groups, specifically fur and poultry workers"", ""text"": ""Vaccination of high-risk groups including fur and poultry workers""}]",[]
padi_web:FV05DS4RAW,padi_web,PADI-web,African swine fever: Caution still required,https://www.rhein-neckar-kreis.de/start/aktuelles/afrikanische+schweinepest_+weiterhin+vorsicht+geboten.html,2026-05-26,2026-05-29T05:23:40.754997+00:00,African swine fever,viral,Germany,,,,true,pigs,,,,,,,ongoing,medium,African swine fever is a highly contagious and economically significant disease for the swine industry.,medium,The disease has high mortality rates in pigs and requires strict containment measures.,local,The report specifically mentions the Rhein-Neckar district in Germany.,false,,,,[]
padi_web:MSRBPTYGHQ,padi_web,PADI-web,Dien Bien: Urgent implementation of measures to prevent and control avian influenza A (H5N1),https://www.vietnam.vn/cs/dien-bien-khan-truong-trien-khai-cac-bien-phap-phong-chong-cum-gia-cam-a-h5n1,2026-05-26,2026-05-29T05:23:43.788770+00:00,Avian influenza A (H5N1),viral,Vietnam,,,,false,ducks,,,,,,,confirmed,medium,"The report concerns an outbreak of H5N1 avian influenza in poultry, which poses a risk to animal health and potential zoonotic transmission.",medium,H5N1 is a highly pathogenic virus requiring urgent containment measures to prevent spread.,local,"The outbreak is currently identified in Thanh Yen village, Dien Bien province.",false,,,,[]
padi_web:ouverture-du-marche-chinois-pour-les-pommes-belges,padi_web,PADI-web,Opening of the Chinese market for Belgian apples: David Clarinval announces a historic agreement,https://favv-afsca.be/fr/publications/communiques-presse/ouverture-du-marche-chinois-pour-les-pommes-belges,2026-05-26,2026-05-28T19:50:30.818293+00:00,,,Belgium,,,,true,,,,,,,,,low,The text is a press release about apple exports and does not report an outbreak of any disease.,,,,,false,,,,[]
padi_web:AM7OA2N4ZK,padi_web,PADI-web,Changes to Export Requirements to China | Entry into force of Decree No. 280 of the GACC.,https://www.dgav.pt/destaques/noticias/alteracoes-aos-requisitos-de-exportacao-para-a-china-entrada-em-vigor-do-decreto-n-o-280-da-gacc/,2026-05-26,2026-05-29T05:23:54.383952+00:00,Avian influenza,,,,,,,,,,,,,,,low,The text discusses administrative changes to export requirements to China rather than an active outbreak report.,,,,,false,,,,[]
padi_web:3EZ4A65FE3,padi_web,PADI-web,Decree-Law No. 103/2026 on official controls published,https://www.dgav.pt/destaques/noticias/publicado-o-decreto-lei-n-o-103-2026-relativo-aos-controlos-oficiais/,2026-05-26,2026-05-29T05:23:55.110822+00:00,Avian influenza,,,,,,,,,,,,,,,low,"The text mentions Avian Influenza only as a keyword in a press release title regarding legal controls, with no specific outbreak details provided.",,,,,false,,,,[]
padi_web:bird-flu-returns-friesland-flevoland-forcing-culling-135000-birds,padi_web,PADI-web,"Bird flu returns in Friesland and Flevoland, forcing culling of over 135,000 birds",https://nltimes.nl/2026/05/25/bird-flu-returns-friesland-flevoland-forcing-culling-135000-birds,2026-05-25,2026-05-28T19:50:43.062556+00:00,Avian influenza,viral,Netherlands,,,,true,poultry,,,135000,,,,confirmed,high,"The outbreak involves highly contagious avian influenza in a major poultry-producing country, necessitating large-scale culling.",high,"Over 135,000 birds have been culled across two provinces due to confirmed infections.",regional,The outbreaks are localized to specific farms in the provinces of Friesland and Flevoland with established containment zones.,true,"The outbreak has resulted in the culling of over 135,000 birds and the imposition of transport bans on birds, manure, and eggs in the affected areas.","[""culling of over 135,000 birds"", ""transport ban on birds, poultry manure, and eggs within a ten-kilometer zone"", ""tracing investigations by the NVWA""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""On April 21, Dutch authorities lifted the national housing and shielding requirement for poultry in most of the country, concluding that the highest risk period had passed."", ""text"": ""housing and shielding requirement for poultry""}]",[]
padi_web:news3712655.htm,padi_web,PADI-web,--------- discusses urgent measures to combat lumpy skin disease in Milhan,https://www.saba.ye/en/news3712655.htm,2026-05-25,2026-05-28T19:50:47.238878+00:00,Lumpy skin disease,viral,Yemen,,,,false,cattle,,,,,,,ongoing,medium,"The outbreak affects livestock, which is a primary source of income for rural families in the region.",medium,"The disease is causing livestock deaths, prompting emergency field interventions to mitigate economic impact.",local,The outbreak is specifically reported in the Milhan District of Al Mahwit Governorate.,true,"The disease threatens livestock, which serves as a main source of income for rural families, and necessitates emergency resource allocation.","[""emergency field interventions"", ""distribution of veterinary medicines"", ""coordination with private veterinary clinics"", ""supplying agricultural associations with veterinary medicines and supplies""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""He expressed hope that the Ministry of Agriculture, Fisheries and Water Resources would swiftly provide the necessary vaccines and strengthen preventive measures to curb the spread of the disease."", ""text"": ""provide necessary vaccines""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""He also called on relevant authorities, the community, and livestock breeders to intensify biosecurity and veterinary guidance measures by isolating infected animals and ensuring proper care and nutrition."", ""text"": ""isolating infected animals""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""highlighting the role of media outlets in raising public awareness about prevention and control measures."", ""text"": ""raising public awareness""}]",[]
padi_web:ID-Eng-Finland250526,padi_web,PADI-web,Why Europe’s First Avian Influenza Vaccination Campaign Stalled?,https://www.poultrymed.com/ID-Eng-Finland250526,2026-05-25,2026-05-28T19:50:47.929887+00:00,Avian influenza,zoonotic,Finland,,,,true,humans,,,,,,,resolved,medium,The report discusses the challenges of a vaccination campaign following a significant H5N1 outbreak in fur farms.,high,The 2023 outbreak affected 71 fur farms and exposed over 150 people to a highly pathogenic virus.,national,The vaccination campaign was a national initiative targeting workers across Finland.,true,"The 2023 outbreak led to mandatory animal cullings, causing financial anxiety and economic hardship for fur farmers.","[""mandatory animal cullings""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Finland became the first country to offer a targeted H5 vaccine to fur and poultry workers in July 2024."", ""text"": ""targeted H5 vaccine for fur and poultry workers""}]",[]
padi_web:GZQ1DKSL43,padi_web,PADI-web,Egg exports from Ukraine are growing due to shortages in Britain,https://io.ua/eksport-yayets-ukrayiny-2026-rotsi/,2026-05-25,2026-05-29T05:24:12.501912+00:00,Avian influenza,,United Kingdom,,,,true,,,,,,,,,low,"The text mentions avian influenza only as a context for egg export trends, not as an active outbreak report.",,,,,false,,,,[]
padi_web:ID-Eng-Cat250526,padi_web,PADI-web,"Avian Flu, the Compensation Phase",https://www.poultrymed.com/ID-Eng-Cat250526,2026-05-25,2026-05-28T19:50:49.362636+00:00,Avian influenza,viral,United States,,,,false,feline,1,1,,,,,confirmed,medium,"The report highlights the legal and financial consequences of H5N1 contamination in pet food, reflecting the broader impact of the ongoing outbreak.",medium,The disease caused the death of a pet and resulted in significant legal and financial repercussions for a pet food manufacturer.,national,"The report mentions the H5N1 outbreak has impacted poultry farms, dairy cattle, and wildlife across North America.",true,"A Multnomah County jury awarded $808,000 in damages to a pet owner after his cat died from H5N1-contaminated pet food, setting a legal precedent for litigation.",,[],[]
padi_web:8OO94RTS8D,padi_web,PADI-web,Avian flu makes the first victim among polar bears in Europe,https://jurnalul.ro/stiri/observator/urs-polar-gripa-aviara-1033384.html,2026-05-25,2026-05-29T05:24:20.906631+00:00,Avian influenza,viral,Norway,,,,true,"polar bear, walrus",,,,,,,confirmed,medium,The detection of avian influenza in a polar bear and a walrus in Svalbard represents a significant cross-species transmission event.,medium,The disease has caused mortality in protected Arctic wildlife species.,local,The report specifies cases in the Svalbard archipelago.,false,,,,[]
padi_web:lutte-contre-la-grippe-aviaire-un-projet-pilote-au-zoo-de-la-palmyre-en-charente-maritime-1779718267,padi_web,PADI-web,Fight against avian influenza: a pilot project at La Palmyre zoo in Charente-Maritime,https://www.lanouvellerepublique.fr/deux-sevres/lutte-contre-la-grippe-aviaire-un-projet-pilote-au-zoo-de-la-palmyre-en-charente-maritime-1779718267,2026-05-25,2026-05-28T19:50:57.659988+00:00,Avian influenza,viral,France,,,,true,birds,,,,,70,,,low,The report describes a pilot vaccination project at a zoo rather than an active outbreak.,low,The report focuses on preventative vaccination research rather than current disease mortality or morbidity.,local,The project is limited to a specific zoo in Charente-Maritime.,false,,[],"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""This autumn, professionals vaccinated some 70 birds: American rheas, Cape penguins and ostriches."", ""text"": ""Vaccination of birds using a new vaccine developed by Ceva""}]",[]
padi_web:chu-ky-dai-dich-6-nam-lan-dang-viral-mang-xa-hoi-chuyen-gia-bac-bo,padi_web,PADI-web,"The ""six-year cycle of pandemics"" is gaining popularity on social networks, but experts refute it.",https://www.vietnam.vn/ru/chu-ky-dai-dich-6-nam-lan-dang-viral-mang-xa-hoi-chuyen-gia-bac-bo,2026-05-25,2026-05-28T19:51:04.337287+00:00,Avian influenza,viral,,,,,,,,,,,,,,low,The article is a debunking of a conspiracy theory regarding pandemic cycles and does not report an active outbreak.,,,,,false,,,"[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""Experts say that instead of believing in \""pandemic cycles\"", it is much more important to strengthen epidemiological surveillance, virus research and build global health capacity to reduce the risk of future outbreaks."", ""text"": ""strengthen epidemiological surveillance""}, {""prevention_type"": null, ""raw_evidence"": ""Experts say that instead of believing in \""pandemic cycles\"", it is much more important to strengthen epidemiological surveillance, virus research and build global health capacity to reduce the risk of future outbreaks."", ""text"": ""virus research""}, {""prevention_type"": null, ""raw_evidence"": ""Experts say that instead of believing in \""pandemic cycles\"", it is much more important to strengthen epidemiological surveillance, virus research and build global health capacity to reduce the risk of future outbreaks."", ""text"": ""build global health capacity""}]",[]
padi_web:virulence-surveillance-and-biological.html,padi_web,PADI-web,Virulence: Surveillance and biological characterization of H3 subtype avian influenza viruses in Eastern China,https://afludiary.blogspot.com/2026/05/virulence-surveillance-and-biological.html,2026-05-25,2026-05-28T19:51:08.518694+00:00,Avian influenza,zoonotic,China,,,,false,poultry,,,,,,,,medium,"The report discusses the surveillance and biological characterization of H3 subtype avian influenza viruses in China, highlighting their potential for cross-species transmission.",low,"The study found that the analyzed H3 subtype isolates demonstrated low pathogenicity in chickens, mice, and guinea pigs.",national,The research focuses on the circulation and evolution of H3 subtype avian influenza viruses within China.,false,,[],"[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""Overall, these findings indicate that H3 subtype AIVs have the potential for cross-species transmission and highlight the importance of continued surveillance of H3 subtype AIVs circulating in nature."", ""text"": ""continued surveillance of H3 subtype AIVs circulating in nature""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""monitoring key molecular markers associated with mammalian adaptation could help in predicting and preventing future cross-species transmission events"", ""text"": ""monitoring key molecular markers associated with mammalian adaptation""}]",[]
padi_web:study-identifies-h5-mutations-that-affect-poultry-vaccine-performance,padi_web,PADI-web,Study identifies H5 mutations that affect poultry vaccine performance,https://www.poultryworld.net/health-nutrition/health/study-identifies-h5-mutations-that-affect-poultry-vaccine-performance/,2026-05-25,2026-05-28T19:51:14.979601+00:00,Avian influenza,viral,,,,,false,"poultry, wild birds, cattle, humans",,,,,,,,medium,"The report discusses scientific research on H5 avian influenza mutations affecting vaccine efficacy, which is relevant for global disease control strategies.",medium,"The virus is widespread, affects domestic poultry and wild birds, and has the potential for zoonotic transmission to humans and other mammals.",international,The study addresses global H5 avian influenza outbreaks and vaccine design strategies.,true,Economic impact of avian influenza outbreaks and risk of virus spillover into humans and other mammals.,,"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Our analysis offers practical implications for improving vaccine seed strain selection and developing broader, more durable vaccines for poultry."", ""text"": ""Improving vaccine seed strain selection""}, {""prevention_type"": ""vaccination"", ""raw_evidence"": ""Our analysis offers practical implications for improving vaccine seed strain selection and developing broader, more durable vaccines for poultry."", ""text"": ""Developing broader, more durable vaccines for poultry""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Researchers say the approach could also assist in monitoring emerging viral variants and predicting which mutations are most likely to affect vaccine performance."", ""text"": ""Monitoring emerging viral variants""}]",[]
padi_web:amasyada-kanatli-hayvanlara-kus-gribi-taramasi,padi_web,PADI-web,Bird Flu Screening for Poultry in Amasya,https://www.objektifamasya.com/amp/haber/28038019/amasyada-kanatli-hayvanlara-kus-gribi-taramasi,2026-05-25,2026-05-28T19:51:15.717245+00:00,Avian influenza,viral,Turkey,,,,true,poultry,,,,,,,,low,The report describes routine screening and control activities rather than an active outbreak.,low,The activities are described as preventive screening and surveillance rather than a response to an ongoing outbreak.,local,The activities are limited to the Göynücek district in Amasya province.,false,,"[""field investigations"", ""controls"", ""active survey study""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Officials pointed out that regular screening and survey studies are of great importance in the fight against animal diseases and stated that producers should also comply with biosecurity rules sensitively."", ""text"": ""comply with biosecurity rules""}]",[]
padi_web:gioi-khoa-hoc-bac-tin-don-ve-chu-ky-dai-dich,padi_web,PADI-web,"Scientists deny rumors of ""pandemic cycles"".",https://www.vietnam.vn/ru/gioi-khoa-hoc-bac-tin-don-ve-chu-ky-dai-dich,2026-05-25,2026-05-28T19:51:17.058738+00:00,Avian influenza,viral,Indonesia,,,,false,,,,,,,,,low,The article is a debunking of conspiracy theories regarding pandemic cycles and does not report an active outbreak.,low,The text discusses historical and general epidemiological concepts rather than a specific current health crisis.,,,false,,,"[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""Experts say that instead of believing in \""pandemic cycles\"", it is much more important to strengthen epidemiological surveillance, virus research and build up global health capacity to prevent the risk of future outbreaks."", ""text"": ""strengthen epidemiological surveillance""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Experts say that instead of believing in \""pandemic cycles\"", it is much more important to strengthen epidemiological surveillance, virus research and build up global health capacity to prevent the risk of future outbreaks."", ""text"": ""virus research""}, {""prevention_type"": null, ""raw_evidence"": ""Experts say that instead of believing in \""pandemic cycles\"", it is much more important to strengthen epidemiological surveillance, virus research and build up global health capacity to prevent the risk of future outbreaks."", ""text"": ""build up global health capacity""}]",[]
padi_web:7NIY9VDPTM,padi_web,PADI-web,"Scientists refute rumors of ""pandemic cycles"".",https://www.vietnam.vn/uk/gioi-khoa-hoc-bac-tin-don-ve-chu-ky-dai-dich,2026-05-25,2026-05-29T05:24:44.301131+00:00,Avian influenza,,Indonesia,,,,false,,,,,,,,,low,The article is a scientific refutation of rumors regarding pandemic cycles rather than a report of an active outbreak.,,,,,false,,,,[]
padi_web:193MRCVQ65,padi_web,PADI-web,Livestock experts urge vigilance as deadly diseases ravage Bubi,https://www.newsday.co.zw/southerneye/local/article/200055945/livestock-experts-urge-vigilance-as-deadly-diseases-ravage-bubi,2026-05-25,2026-05-29T05:24:47.144171+00:00,Lumpy skin disease,viral,Zimbabwe,,,,false,cattle,,,,,,,,medium,"The report highlights the impact of lumpy skin disease on livestock in the Bubi district, necessitating vigilance from farmers.",medium,The disease is described as deadly and is ravaging livestock in the affected area.,local,The outbreak is specifically reported in the Bubi district of Zimbabwe.,false,,,,[]
padi_web:SODA7OGU5Y,padi_web,PADI-web,The newly created Phu Tho province (which includes the former provinces of Hoa Binh and Vinh Phuc) has stockpiles of more than 1 million doses of vaccines against livestock and poultry diseases.,https://www.vietnam.vn/uk/tinh-phu-tho-moi-gom-dia-phan-hoa-binh-vinh-phuc-cu-du-tru-hon-1-trieu-lieu-vaccine-phong-benh-gia-suc-gia-cam,2026-05-25,2026-05-29T05:24:47.885504+00:00,Avian influenza,viral,Vietnam,,,,false,poultry,,,,,,,,low,The report discusses vaccine stockpiling as a general preparedness measure rather than an active outbreak.,low,No active outbreak or clinical cases are reported.,local,The information is limited to the administrative actions within Phu Tho province.,false,,,"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""The newly created Phu Tho province (which includes the former provinces of Hoa Binh and Vinh Phuc) has stockpiles of more than 1 million doses of vaccines against livestock and poultry diseases."", ""text"": ""stockpiling vaccines against livestock and poultry diseases""}]",[]
padi_web:tinh-phu-tho-moi-gom-dia-phan-hoa-binh-vinh-phuc-cu-du-tru-hon-1-trieu-lieu-vaccine-phong-benh-gia-suc-gia-cam,padi_web,PADI-web,The newly formed province of Phu Tho (which includes the former provinces of Hoa Binh and Vinh Phuc) has a stockpile of more than 1 million doses of vaccines against livestock and poultry diseases.,https://www.vietnam.vn/ru/tinh-phu-tho-moi-gom-dia-phan-hoa-binh-vinh-phuc-cu-du-tru-hon-1-trieu-lieu-vaccine-phong-benh-gia-suc-gia-cam,2026-05-25,2026-05-28T19:51:22.052016+00:00,Avian influenza,viral,Vietnam,,,,false,livestock and poultry,,,,,,,,low,"The report focuses on general preparedness and stockpiling of vaccines in Phu Tho province rather than an active, specific outbreak of avian influenza.",low,The text describes proactive measures and stockpiling rather than current high-mortality events.,local,The activities described are limited to Phu Tho province.,false,,"[""stockpiling of vaccines"", ""use of disinfectants in high-risk areas"", ""establishment of inspection teams"", ""monitoring of disease development""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Phu Tho Province ensures the coordinated implementation of comprehensive animal sanitation, disinfection and vaccination measures."", ""text"": ""comprehensive animal sanitation, disinfection and vaccination""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""environmental monitoring and epidemiological surveillance activities are organized three times a year in areas with a high concentration of aquaculture"", ""text"": ""environmental monitoring and epidemiological surveillance""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Livestock farmers in Phu Tho Province receive continuous technical training to enable them to respond early and quickly to disease outbreaks when they occur."", ""text"": ""technical training for livestock farmers""}]",[]
padi_web:U2XCHL8UPM,padi_web,PADI-web,"Summer 2026, heat wave bulletins available from 25 May",https://www.salute.gov.it/new/it/news-e-media/notizie/estate-2026-dal-25-maggio-disponibili-i-bollettini-sulle-ondate-di-calore/,2026-05-25,2026-05-29T05:24:58.026116+00:00,Avian influenza,,,,,,,,,,,,,,,,,,,,,,,,,[]
