"Reference";"National reference";"Country/Territory";"Typ";"Disease name";"Disease type";"Epidemiological unit";"Submitted on";"Modified on";"Administrative division level 1";"Administrative division level 2";"Administrative division level 3";"Outbreak occurring inside an already restricted zone";"Latitude";"Longitude";"Approximate location";"Location";"Wildlife type 1";"Production Type 1";"Water type 1";"Production system 1";"Measuring unit 1";"Susceptible 1";"Cases 1";"Dead 1";"Killed 1";"Slaughtered 1";"Vaccinated 1";"Outbreak year";"Suspicion/Start date";"Confirmation date";"End date";"Status Continuing/Resolved";"Suspicion";"Clinical signs";"Diagnostic tests";"Necropsy";"Category 1";"Subcategory 1";"Test name 1";"Test type 1";"Laboratory type 1";"Species 1";"Result date 1";"Result type 1";"Pertinence"
"GR-FMD-2026-felnw";NaN;"Griechenland";"Secondary";"Foot and mouth disease virus (Inf. with)";"SAT 1";"Farm";"2026-04-29";"2026-04-29";"Lesvos";"Lesvos";NaN;"true";"39,1443252234200";"26,142559889879820";"false";"PARAKILA";NaN;NaN;NaN;NaN;"Tiere";"248";"78";"0";NaN;NaN;NaN;"2026";"2026-04-22";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Antibody detection";"Antibody detection tests";"ELISA for the detection of antibodies against non-structural proteins (NSP ELISA)";"Laboratory";"National Reference Laboratory";"Sheep";"2026-04-28";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-fls2t";"2026/110-5l541";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-29";"2026-05-07";"Warmińsko-Mazurskie";"Nowe Miasto";"Nowe Miasto Lubawskie (rural)";"false";"53,4339746064955";"19,551016908482985";"false";"Nawra";NaN;"Poultry";NaN;NaN;"Tiere";"24444";"24444";"700";"23744";NaN;NaN;"2026";"2026-04-27";"2026-04-28";NaN;"Continuing";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-28";"Positive";"EU and WOAH"
"GR-CAPRIPOX-2026-seeuq";NaN;"Griechenland";"Secondary";"Sheep pox and goat pox";NaN;"Farm";"2026-04-29";"2026-05-06";"Aitoloakarnania";"Iera Poli Mesolongiou";NaN;"true";"38,4050287793125";"21,232570040483580";"false";"Iera Poli Mesolongiou";NaN;NaN;NaN;NaN;"Tiere";"66";"10";"1";"65";"0";"0";"2026";"2026-04-27";"2026-04-28";"2026-04-30";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sheep";"2026-04-28";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-dpmys";"2026/109-e611m";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-29";"2026-05-07";"Mazowieckie";"Żuromin";"Żuromin";"true";"53,0519660997264";"19,878350071092559";"false";"Poniatowo";NaN;"Poultry";NaN;NaN;"Tiere";"20405";"20405";"27";"20378";NaN;NaN;"2026";"2026-04-27";"2026-04-28";NaN;"Continuing";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-28";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-53adf";"2026/108-ouak3";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-29";"2026-05-07";"Mazowieckie";"Żuromin";"Bieżuń";"true";"52,9250744332798";"19,894215846445039";"false";"Dąbrówki";NaN;"Poultry";NaN;NaN;"Tiere";"29670";"29670";"1000";"28670";NaN;NaN;"2026";"2026-04-27";"2026-04-28";NaN;"Continuing";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-28";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-fp0ml";"2026/107-w23wl";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-29";"2026-05-07";"Mazowieckie";"Żuromin";"Lutocin";"true";"53,0188154404010";"19,879675003601076";"false";"Swojęcin";NaN;"Poultry";NaN;NaN;"Tiere";"19920";"19920";"330";"19590";NaN;NaN;"2026";"2026-04-27";"2026-04-28";NaN;"Continuing";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-28";"Positive";"EU and WOAH"
"CZ-ND.NON-P-2026-au089";"NCZ-omg24";"Tschechische Republik";"Secondary";"Newcastle disease virus in non-poultry for AHL";NaN;NaN;"2026-04-29";"2026-04-29";"Jihočeský";"České Budějovice";NaN;"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";"16";"5";"5";"11";"0";NaN;"2026";"2026-04-27";"2026-04-28";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"Regional Reference Laboratory";"Birds";"2026-04-28";"Positive";"EU"
"PL-HPAI(NON-P)-2026-2qg8i";"2026/218-m4tr0";"Polen";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Body of water";"2026-04-29";"2026-04-29";"Dolnośląskie";"Wrocław";"Siechnice";"false";"51,0249821511392";"17,207460010913014";"false";"Kotowice";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-16";"2026-04-28";"2026-04-28";"Resolved";"false";"false";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Milvus milvus";"2026-04-28";"Positive";"EU and WOAH"
"DE-ASF-2026-grk9i";"26-011-19dnd";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-29";"2026-04-29";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1500000000000";"14,850000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-24";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-28";"Positive";"EU and WOAH"
"DE-ASF-2026-0klxn";"26-011-7v10r";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-29";"2026-04-29";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1500000000000";"14,850000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-24";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-28";"Positive";"EU and WOAH"
"DE-ASF-2026-h86qh";"26-011-28rnx";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-29";"2026-04-29";"Sachsen";"Görlitz";"Markersdorf";"false";"51,1417733397149";"14,867968581020831";"false";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-24";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-28";"Positive";"EU and WOAH"
"LV-ASF-2026-tu0ei";NaN;"Lettland";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-29";"Bauskas";"Stelpes pagasts";NaN;"true";"56,5448173807083";"24,449326804594012";"false";"Stelpes pagasts";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"0";"1";NaN;NaN;"2026";"2026-04-26";"2026-04-28";"2026-04-28";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-28";"Positive";"EU and WOAH"
"LV-ASF-2026-z63ra";NaN;"Lettland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Smiltenes";"Raunas pagasts";NaN;"true";"57,3302369909736";"25,666816845636504";"false";"Raunas pagasts";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"0";"1";NaN;NaN;"2026";"2026-04-25";"2026-04-28";"2026-04-28";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-28";"Positive";"EU and WOAH"
"ES-ND-2026-8p2aa";"2026/5-1b5n9";"Spanien";"Secondary";"Newcastle disease virus (Inf. with)";NaN;"Farm";"2026-04-28";"2026-04-28";"Comunitat Valenciana";"VALENCIA/VALÈNCIA";"LA VALL D'ALBAIDA-CASTELLO DE RUGAT";"true";"38,8850533910007";"-0,397034548006526";"false";"LA VALL D'ALBAIDA-CASTELLO DE RUGAT";NaN;"Poultry";NaN;NaN;"Tiere";"38900";"50";"50";"38850";NaN;NaN;"2026";"2026-04-23";"2026-04-28";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-28";"Positive";"EU and WOAH"
"AT-HPAI(NON-P)-2026-tsm0k";"TKH-2026-hx88k";"Österreich";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-04-28";"2026-04-28";"Wien";"Wien";"Wien";"false";"48,2225894502000";"16,391812361519559";"false";"Wien";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-28";"2026-04-28";"2026-04-28";"Resolved";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Cygnus olor";"2026-04-28";"Positive";"EU and WOAH"
"DE-ASF-2026-hl73r";"26-011-93313";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Kreuztal";"true";"50,9700000000000";"8,029999999999999";"true";"Kreuztal";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-24";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"DE-ASF-2026-gfb6v";"26-011-6kxni";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Hilchenbach";"true";"51,0000000000000";"8,070000000000000";"true";"Hilchenbach";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"0";"1";"0";"0";"2026";"2026-04-24";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"DE-ASF-2026-65o4z";"26-011-zm1xu";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Kreuztal";"true";"51,0000000000000";"7,990000000000000";"true";"Kreuztal";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-26";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"DE-ASF-2026-o6gtw";"26-011-ke5kq";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Hilchenbach";"true";"51,0100000000000";"8,074000000000000";"true";"Hilchenbach";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-25";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"DE-ASF-2026-akz4h";"26-011-8c6xa";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Kreuztal";"true";"50,9900000000000";"7,980000000000000";"true";"Kreuztal";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-26";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"DE-ASF-2026-kd93z";"26-011-8h7kb";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Hilchenbach";"true";"50,9900000000000";"8,060000000000000";"true";"Hilchenbach";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-25";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"DE-ASF-2026-jv1qt";"26-011-wwcim";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-28";"2026-04-28";"Nordrhein-Westfalen";"Siegen-Wittgenstein";"Kreuztal";"true";"50,9800000000000";"7,980000000000000";"true";"Kreuztal";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-25";"2026-04-28";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-27";"Positive";"EU and WOAH"
"FR-MTBC-2026-1dt5n";"1369-aoyyz";"Frankreich";"Primary";"Mycobacterium tuberculosis complex (Inf. with)(2019-)";NaN;NaN;"2026-05-17";"2026-05-17";"Landes";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";"8";"1";NaN;NaN;NaN;NaN;"2026";"2026-03-10";"2026-04-29";"N/A";"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time RT-PCR";"Laboratory";"Regional Reference Laboratory";"Cattle";"2026-04-24";"Positive";"EU"
"PL-ASF-2026-b9h9z";"2026/1114-ucr0p";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-07";"2026-05-07";"Łódzkie";"Piotrków";"Wola Krzysztoporska";"true";"51,3731270673835";"19,669870068162560";"false";"Wola Krzysztoporska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-28";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-zqzsj";"2026/1113-wtstg";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-07";"2026-05-07";"Zachodniopomorskie";"Choszczno";"Recz";"true";"53,2645625609096";"15,508792464567378";"false";"Recz";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";NaN;"1";NaN;NaN;"2026";"2026-04-20";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-wd2xu";"2026/1112-bgxtx";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-07";"2026-05-07";"Zachodniopomorskie";"Stargard";"Ińsko";"true";"53,4681887482359";"15,465178201956808";"false";"Ińsko";"Wild";NaN;NaN;NaN;"Tiere";NaN;"5";"5";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"ES-ASF-2026-2wjtm";"2026/38-vuge6";"Spanien";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-07";"2026-05-07";"Cataluña";"BARCELONA";"BAIX LLOBREGAT (SANT BOI)";"true";"41,4217220321456";"2,062385226093113";"false";"MOLINS DE REI";"Wild";NaN;NaN;NaN;"Tiere";NaN;"9";"9";"0";NaN;NaN;"2026";"2026-04-27";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-0klu4";"2026/1098-b7n32";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-06";"2026-05-06";"Pomorskie";"Wejherowo";"Gniewino";"true";"54,6697946702113";"17,903677219999523";"false";"Gniewino";"Wild";NaN;NaN;NaN;"Tiere";NaN;"19";"19";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-fytrh";"ASF_WB_2026_0561-7xoev";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"San Romano In Garfagnana";"true";"44,1838961021150";"10,313078019112616";"false";"San Romano In Garfagnana";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-n2gqh";"ASF_WB_2026_0560-wvgk2";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1234465935936";"10,350235830699727";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-p4pyz";"ASF_WB_2026_0559-sd68c";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1310216531542";"10,341329662345142";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-pj01g";"ASF_WB_2026_0558-0kaje";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1200653528024";"10,343962953587191";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-qdx8k";"ASF_WB_2026_0557-04dbj";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1503527747173";"10,348187655626639";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-qzbka";"ASF_WB_2026_0554-o2gl1";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1267887254429";"10,355393122982637";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-u66p9";"ASF_WB_2026_0553-ef6gz";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1352667745439";"10,348748574502409";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-d3mb9";"ASF_WB_2026_0552-3tp0b";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"San Romano In Garfagnana";"true";"44,1905301459074";"10,363837289564788";"false";"San Romano In Garfagnana";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-4n37x";"ASF_WB_2026_0551-3oee6";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Castiglione Di Garfagnana";"true";"44,1773151065333";"10,435157578702524";"false";"Castiglione Di Garfagnana";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-rvfn1";"ASF_WB_2026_0550-6xbyj";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1458001133655";"10,340862840225727";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-audos";"ASF_WB_2026_0549-1nmgb";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Camporgiano";"true";"44,1395572259956";"10,335175705988378";"false";"Camporgiano";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-yzlxi";"ASF_WB_2026_0548-wlb06";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"Piazza Al Serchio";"true";"44,1741676117807";"10,285325701594649";"false";"Piazza Al Serchio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"IT-ASF-2026-6u0eu";"ASF_WB_2026_0547-vxahy";"Italien";"Secondary";"A.S.F. in wild boar";NaN;"Natural park";"2026-05-06";"2026-05-06";"Toscana";"Lucca";"San Romano In Garfagnana";"true";"44,1982057056468";"10,341088679610356";"false";"San Romano In Garfagnana";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";NaN;"2026";"2026-04-29";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-35vbc";"26-015-k96rp";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-06";"2026-05-06";"Schleswig-Holstein";"Ostholstein";"Eutin";"true";"54,1430000000000";"10,624000000000001";"true";"Eutin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-07";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-29";"Positive";"EU and WOAH"
